Field Name, Offset, Size, Type, Levels, Survey SubSection, Description, Derived Field
"pavigm1_","1652","5","numeric","0","calculated variables","minutes of vigorous physical activity per week for first activity","1"
"pavigm2_","1657","5","numeric","0","calculated variables","minutes of vigorousphysical activity per week for second activity","1"
"pavigmn_","1662","5","numeric","0","calculated variables","minutes of total vigorous physical activity per week","1"
"pcpsaadv","350","1","categorical","7","module 13: prostate cancer screening","did doctor ever talk about the advantages of the psa test?","0"
"pcpsadec","352","1","categorical","9","module 13: prostate cancer screening","why was psa test done?","0"
"pcpsadis","351","1","categorical","7","module 13: prostate cancer screening","did doctor ever talk about the disadvantages of the psa test?","0"
"pcpsarec","346","1","categorical","7","module 13: prostate cancer screening","has a doctor ever recommended that you have a psa test?","0"
"pcpsarsn","349","1","categorical","8","module 13: prostate cancer screening","what was the main reason you had this psa test?","0"
"pctcell","539","3","numeric","0","cell phone introduction","what percent of your calls are received on your cell phone?","1"
"pdiabtst","245","1","categorical","7","module 1: pre-diabetes","had a test for high blood sugar in past three years","0"
"persdoc2","81","1","categorical","8","health care access","multiple health care professionals","0"
"pfpprepr","281","1","categorical","7","module 5: preconception health /family planning","talked with you about ways to prepare for a healthy pregnancy/baby?","0"
"pfpprgnt","282","1","categorical","7","module 5: preconception health /family planning","have you ever been pregnant?","0"
"pfpprvnt","283","1","categorical","9","module 5: preconception health /family planning","did you do anything to keep from getting pregnant?","0"
"pfpvitmn","289","1","categorical","9","module 5: preconception health /family planning","how often do you take a multivitamin, a prenatal vitamin, or a folic acid vitamin?","0"
"physhlth","74","2","integer","","healthy days - health-related quality of life","number of days physical health not good","0"
"pneuvac3","208","1","categorical","7","immunization","pneumonia shot ever","0"
"poorhlth","78","2","integer","","healthy days - health-related quality of life","poor physical or mental health","0"
"precall","6","1","categorical","7","record identification","pre-call status code","0"
"prediab1","246","1","categorical","8","module 1: pre-diabetes","ever been told you have pre-diabetes or borderline diabetes","0"
"pregnant","152","1","categorical","7","demographics","pregnancy status","0"
"profexam","341","1","categorical","7","module 12: breast/cervical cancer screening","ever had breast physical exam by doctor","0"
"prostate","353","1","categorical","7","module 13: prostate cancer screening","ever told you had prostate cancer","0"
"psatest1","347","1","categorical","7","module 13: prostate cancer screening","ever had psa test","0"
"psatime","348","1","categorical","10","module 13: prostate cancer screening","time since last psa test","0"
"pvtresd2","534","1","categorical","7","cell phone introduction","do you live in a private residence?","0"
"pvtresid","62","1","categorical","5","record identification","private residence?","0"
"qlactlm2","191","1","categorical","7","disability","activity limitation due to health problems","0"
"qlhlth2","271","2","integer","","module 3: healthy days (symptoms)","how many days full of energy in past 30 days","0"
"qlmentl2","267","2","integer","","module 3: healthy days (symptoms)","how many days depressed in past 30 days","0"
"qlrest2","300","2","integer","","module 7: inadequate sleep","how many days did you get enough sleep in past 30 days","0"
"qlstres2","269","2","integer","","module 3: healthy days (symptoms)","how many days felt anxious in past 30 days","0"
"qstlang","893","2","integer","","questionnaire language","language identifier","0"
"qstver","891","2","numeric","0","questionnaire version","questionnaire version identifier","1"
"race2","1512","1","categorical","12","calculated race variables","computed race-ethnicity grouping","0"
"rchislat","495","1","categorical","7","module 32: random child selection","ethnicity of child","0"
"rcsbirth","488","6","numeric","0","module 32: random child selection","birth date of child","1"
"rcsbrace","502","1","categorical","11","module 32: random child selection","race of child","0"
"rcsgendr","494","1","categorical","6","module 32: random child selection","gender of child","0"
"rcsrace","496","6","numeric","0","module 32: random child selection","race of child (multiple possible)","1"
"rcsrltn2","503","1","categorical","11","module 32: random child selection","relationship to child","0"
"rcvfvch4","507","6","integer","","module 34: child immunization (influenza)","date child rcvd most recent seasonal flu vaccine(mmyyyy)","0"
"renthom1","150","1","categorical","8","demographics","own or rent home","0"
"repdepth","13","2","numeric","0","record identification","replicate depth","1"
"repnum","7","6","numeric","0","record identification","replicate number","1"
"rratwrk2","431","1","categorical","10","module 25: reactions to race","","0"
"rrclass2","429","1","categorical","12","module 25: reactions to race","how do other people usually classify you in this country?","0"
"rrcognt2","430","1","categorical","12","module 25: reactions to race","how often do you think about your race?","0"
"rremtsm2","434","1","categorical","7","module 25: reactions to race","times past 30 days felt emotionally upset because of treatment due to your race","0"
"rrhcare3","432","1","categorical","11","module 25: reactions to race","when seeking health care past 12 months, was experience worse, same, better than people of other races?","0"
"rrphysm2","433","1","categorical","7","module 25: reactions to race","times past 30 days felt physical symptoms because of treatment due to your race","0"
"rspstate","536","2","categorical","58","cell phone introduction","in what state do you live?","0"
"scntlpad","469","1","categorical","9","module 28: social context","how were you generally paid for the work you did","0"
"scntlwk1","470","2","integer","","module 28: social context","how many hours per week did you work","0"
"scntmeal","465","1","categorical","11","module 28: social context","times past 12 months worried/stressed about having enough money to buy nutritious meals?","0"
"scntmony","464","1","categorical","11","module 28: social context","times past 12 months worried/stressed about having enough money to pay your rent/mortgage?","0"
"scntpaid","466","1","categorical","9","module 28: social context","how are you generally paid for the work you do","0"
"scntwrk1","467","2","integer","","module 28: social context","how many hours per week do you work","0"
"seatbelt","198","1","categorical","11","seatbelt use","how often use seatbelts in car?","0"
"seqno","33","10","numeric","0","record identification","annual sequence number","1"
"sex","151","1","categorical","5","demographics","respondents sex","0"
"shingle1","404","1","categorical","7","module 21: shingles","have you had shingles vaccine?","0"
"shsalow1","377","1","categorical","8","module 16: secondhand smoke i","should smoking be allowed in workplace?","0"
"shshomes","375","1","categorical","9","module 16: secondhand smoke i","where is smoking allowed inside your home?","0"
"shsinpub","373","2","integer","","module 16: secondhand smoke i","on how many days did you breathe in an indoor public place?","0"
"shsnhom1","369","2","integer","","module 16: secondhand smoke i","how many days did someone else smoke in your home?","0"
"shsnwrk1","367","2","integer","","module 16: secondhand smoke i","how many days did you breathe smoke at your workplace?","0"
"shsridev","371","2","integer","","module 16: secondhand smoke i","how many days did you ride in a vehicle where someone was smoking tobacco?","0"
"shsvhicl","376","1","categorical","10","module 16: secondhand smoke i","is smoking allowed in family vehicles?","0"
"slepday","305","2","integer","","module 7: inadequate sleep","number of days in past thirty fell asleep during the day","0"
"slepdriv","307","1","categorical","9","module 7: inadequate sleep","number of days in past thirty fell asleep while driving","0"
"slepsnor","304","1","categorical","7","module 7: inadequate sleep","do you snore?","0"
"sleptime","302","2","integer","","module 7: inadequate sleep","how much time do you sleep","0"
"smccalqt","361","1","categorical","7","module 15: smoking cessation","did you call a telephone quitline to help you quit smoking?","0"
"smccnslq","363","1","categorical","7","module 15: smoking cessation","did you receive one-on-one counseling to help you quit smoking?","0"
"smcmedqt","364","1","categorical","7","module 15: smoking cessation","did you use any medications to help you quit smoking?","0"
"smcplanq","366","1","categorical","10","module 15: smoking cessation","do you plan to quit smoking cigarettes for good","0"
"smcprogq","362","1","categorical","7","module 15: smoking cessation","did you use a program to help you quit smoking?","0"
"smcquitl","359","1","categorical","7","module 15: smoking cessation","are you aware of any telephone quitline services to help you quit smoking?","0"
"smctimeq","365","1","categorical","7","module 15: smoking cessation","time frame for quitting smoking?","0"
"smctryqt","360","1","categorical","7","module 15: smoking cessation","are trying to quit smoking for good?","0"
"smokday2","103","1","categorical","8","tobacco use","frequency of days now smoking","0"
"smoke100","102","1","categorical","7","tobacco use","smoked at least 100 cigarettes","0"
"ssbcalri","279","2","categorical","13","module 4: sugar sweetened beverages and menu labeling","how often does calorie information help you decide what to order?","0"
"ssbfruit","276","3","integer","","module 4: sugar sweetened beverages and menu labeling","how often do you drink sweetened fruit drinks?","0"
"ssbsugar","273","3","integer","","module 4: sugar sweetened beverages and menu labeling","how often do you drink regular soda or pop?","0"
"stopsmk2","104","1","categorical","7","tobacco use","stopped smoking in past 12 months","0"
"strehab1","313","1","categorical","7","module 9: cardiovascular health","outpatient rehab after hosp stay for stroke","0"
"strength","188","3","integer","","exercise (physical activity)","how many times did you do physical activities or exercises to strengthen your muscles?","0"
"strfreq_","1631","5","numeric","0","calculated variables","strength activity frequency per week","1"
"strsymp1","332","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - confusion/trouble speaking","0"
"strsymp2","333","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - numbness or weakness of face/arm/leg","0"
"strsymp3","334","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - vision problems","0"
"strsymp4","335","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - chest pain/discomfort","0"
"strsymp5","336","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - trouble walking/dizziness/loss of balance","0"
"strsymp6","337","1","categorical","7","module 11: heart attack and stroke","stroke symptoms - severe headache","0"
"tnsarcnt","399","1","categorical","7","module 19: tetanus diptheria (adults)","was most recent tetanus shot in 2005 or later?","0"
"tnsarcv","398","1","categorical","7","module 19: tetanus diptheria (adults)","received tetanus shot in the past 10 years?","0"
"tnsasht1","400","1","categorical","8","module 19: tetanus diptheria (adults)","did tetanus shot included the pertussis vaccine?","0"
"toldhi2","88","1","categorical","7","cholesterol awareness","ever told blood cholesterol high","0"
"typcntr6","284","2","categorical","23","module 5: preconception health /family planning","what did you do to keep you from getting pregnant?","0"
"useequip","192","1","categorical","7","disability","health problems requiring special equipment","0"
"usenow3","107","1","categorical","8","tobacco use","use of smokeless tobacco products","0"
"vegeda1_","1562","4","numeric","0","calculated variables","computed vegetable servings per day","1"
"vegetab1","168","3","integer","","fruits & vegetables","how many times did you eat other vegetables?","0"
"veteran3","118","1","categorical","7","demographics","are you a veteran","0"
"vhcombat","423","1","categorical","7","module 24: veterans health","ever serve in a combat or war zone?","0"
"vhcounsl","426","1","categorical","9","module 24: veterans health","receive psychological or psychiatric counseling or treatment past 12 months?","0"
"vhdrptsd","424","1","categorical","7","module 24: veterans health","doctor diagnosed depression, anxiety, or post traumatic stress disorder (ptsd)?","0"
"vhdrtbi","425","1","categorical","7","module 24: veterans health","doctor diagnosed traumatic brain injury (tbi)?","0"
"vhsuicid","428","1","categorical","9","module 24: veterans health","attempt to commit suicide in past 12 months?","0"
"vhtaklif","427","1","categorical","7","module 24: veterans health","thought of taking your own life in the past 12 months?","0"
"victrct3","297","1","categorical","8","module 6: visual impairment and access to eye care","hlth care pro said now have cataracts","0"
"vidfclt3","290","1","categorical","11","module 6: visual impairment and access to eye care","difficulty recognizing friend across street","0"
"vieyexm3","295","1","categorical","10","module 6: visual impairment and access to eye care","when last eyexam","0"
"vigluma3","298","1","categorical","7","module 6: visual impairment and access to eye care","hlth care pro ever said have glaucoma","0"
"viinsur3","296","1","categorical","7","module 6: visual impairment and access to eye care","eye care health insurance","0"
"vimacdg3","299","1","categorical","7","module 6: visual impairment and access to eye care","hlth care pro ever said have macular degeneration","0"
"vinocre3","293","2","categorical","12","module 6: visual impairment and access to eye care","reason did not use eye doc past 12 mos","0"
"viprfvs3","292","1","categorical","10","module 6: visual impairment and access to eye care","last time visited eye care provider","0"
"viredif3","291","1","categorical","11","module 6: visual impairment and access to eye care","difficulty reading typed text","0"
"weight2","126","4","integer","","demographics","reported weight in pounds","0"
"whrtst9","472","2","categorical","13","module 29: hiv/aids","location of last hiv test","0"
"wrkhcf1","308","1","categorical","7","module 8: high risk/health care worker","do you currently volunteer or work in a hospital, medical clinic, doctors office, dentists office, nursing home or some other health-care facility?","0"
"wtkg3","1528","5","numeric","0","calculated race variables","computed weight in kilograms","1"
